Country,ConvertedCompYearly,RemoteWork,YearsCodePro,Employment,LanguageHaveWorkedWith,AISelect,SalaryCategory,ExperienceLevel
Mexico,58222.0,Remote,5,"Employed, full-time",HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Yes,Medium,Semi Senior
Chile,54158.0,In-person,10,"Employed, full-time",Bash/Shell (all shells);Python,Yes,Medium,Senior
Chile,20797.0,Remote,15,"Employed, full-time",HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Medium,Senior
Mexico,43127.0,"Hybrid (some remote, some in-person)",7,"Employed, full-time",Assembly;HTML/CSS;Java;JavaScript;PHP;SQL;Swift;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,13427.0,Remote,4,"Employed, full-time",HTML/CSS;JavaScript;SQL;TypeScript,Yes,Low,Semi Senior
Colombia,15140.0,Remote,6,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL,"No, but I plan to soon",Low,Semi Senior
Uruguay,170000.0,Remote,24,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Haskell;Python;Scala,Yes,High,Senior
Chile,6629.0,In-person,1,"Employed, full-time",HTML/CSS;JavaScript;Lua,"No, and I don't plan to",Low,Junior
Colombia,57000.0,Remote,30,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Yes,Medium,Senior
Colombia,60000.0,Remote,11,"Employed, full-time",C++;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,"No, but I plan to soon",High,Senior
Brazil,20141.0,"Hybrid (some remote, some in-person)",13,"Employed, full-time",C#;Go;Groovy;Java;JavaScript;Kotlin;SQL;TypeScript,Yes,Medium,Senior
Brazil,93244.0,Remote,14,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;C++;HTML/CSS;Java;JavaScript;SQL,"No, but I plan to soon",High,Senior
Mexico,14852.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time;Student, part-time",C#;Delphi;Java;JavaScript;Kotlin;Visual Basic (.Net),Yes,Low,Semi Senior
Colombia,4542.0,Remote,1,"Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Yes,Low,Junior
Argentina,72000.0,Remote,25,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;HTML/CSS;SQL;TypeScript,"No, but I plan to soon",High,Senior
Argentina,1109.0,In-person,5,"Employed, full-time;Student, part-time",C#;JavaScript;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Mexico,6739.0,In-person,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;PHP;Rust;SQL;TypeScript,Yes,Low,Semi Senior
Peru,114074.0,Remote,20,"Employed, full-time",JavaScript,Yes,High,Senior
Argentina,90000.0,Remote,10,"Independent contractor, freelancer, or self-employed",Java;JavaScript;SQL;TypeScript,"No, and I don't plan to",High,Senior
Mexico,35041.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;Ruby,Yes,Medium,Semi Senior
Mexico,80000.0,Remote,20,"Independent contractor, freelancer, or self-employed",Elixir;HTML/CSS;TypeScript,"No, but I plan to soon",High,Senior
Brazil,103000.0,Remote,15,"Employed, full-time",C#;HTML/CSS;JavaScript;TypeScript;Visual Basic (.Net),Yes,High,Senior
Mexico,21348.0,Remote,14,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL,Yes,Medium,Senior
Argentina,6651.0,Remote,4,"Independent contractor, freelancer, or self-employed",JavaScript;PHP;Python,"No, but I plan to soon",Low,Semi Senior
Brazil,20514.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",JavaScript;Kotlin;Python;Rust;SQL;TypeScript,"No, and I don't plan to",Medium,Semi Senior
Chile,25996.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",Bash/Shell (all shells);C;C++;Python;Rust,"No, but I plan to soon",Medium,Junior
Chile,45492.0,In-person,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,20514.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time",Bash/Shell (all shells);Groovy;PowerShell;Python;VBA,Yes,Medium,Senior
Colombia,51840.0,Remote,6,"Employed, full-time",Scala;TypeScript,Yes,Medium,Semi Senior
Brazil,30770.0,Remote,14,"Employed, full-time",C#;C++;HTML/CSS;JavaScript;SQL,Yes,Medium,Senior
Brazil,36365.0,Remote,12,"Employed, full-time;Student, part-time",Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Swift,"No, and I don't plan to",Medium,Senior
Mexico,19946.0,Remote,9,"Employed, full-time",C#;HTML/CSS;JavaScript;PHP;SQL,"No, but I plan to soon",Low,Senior
Argentina,106416.0,Remote,17,"Employed, full-time;Independent contractor, freelancer, or self-employed",Python,Yes,High,Senior
Mexico,2156.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;Python;TypeScript,Yes,Low,Semi Senior
Brazil,55946.0,Remote,10,"Employed, full-time",Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,24616.0,Remote,6,"Employed, full-time",C#;C++;Go;Java;JavaScript;Python;Ruby;SQL;TypeScript,Yes,Medium,Semi Senior
Mexico,10303.0,In-person,17,"Employed, full-time",Bash/Shell (all shells);Java;PowerShell;SQL,Yes,Low,Senior
Brazil,9175.0,Remote,5,"Employed, full-time",HTML/CSS;JavaScript;Rust;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,95000.0,Remote,12,"Employed, full-time",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,Yes,High,Senior
Uruguay,96096.0,"Hybrid (some remote, some in-person)",8,"Employed, full-time;Independent contractor, freelancer, or self-employed",Java;Rust,Yes,High,Senior
Argentina,200000.0,Remote,20,"Employed, full-time",Assembly;Bash/Shell (all shells);C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,"No, but I plan to soon",High,Senior
Mexico,80863.0,Remote,20,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL,Yes,High,Senior
Brazil,15851.0,Remote,3,"Employed, full-time",Bash/Shell (all shells);Go;JavaScript;Python;Rust;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,8392.0,Remote,5,"Employed, full-time;Student, part-time",Clojure,Yes,Low,Semi Senior
Brazil,31703.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",Bash/Shell (all shells);C#;C++;HTML/CSS;Python;SQL,Yes,Medium,Semi Senior
Brazil,6937.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",C#;C++;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,"No, and I don't plan to",Low,Junior
Argentina,211336.0,Remote,18,"Employed, full-time",HTML/CSS;JavaScript;SQL,"No, and I don't plan to",High,Senior
Argentina,55425.0,Remote,10,"Employed, full-time",HTML/CSS;Python,Yes,Medium,Senior
Brazil,25777.0,Remote,5,"Employed, full-time",JavaScript;Python;TypeScript,Yes,Medium,Semi Senior
Mexico,47548.0,"Hybrid (some remote, some in-person)",8,"Employed, full-time",Bash/Shell (all shells);Groovy;Java;PowerShell;Python;Scala;SQL,"No, but I plan to soon",Medium,Senior
Brazil,22378.0,Remote,1,"Employed, full-time",Bash/Shell (all shells);Crystal;HTML/CSS;JavaScript;Python;Rust;TypeScript,Yes,Medium,Junior
Brazil,29838.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",Assembly;Bash/Shell (all shells);Python;SQL,Yes,Medium,Semi Senior
Argentina,68727.0,Remote,5,"Employed, full-time",JavaScript;Python;Rust;TypeScript,"No, and I don't plan to",High,Semi Senior
Colombia,27252.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",C++;Java;JavaScript;PHP;SQL,Yes,Medium,Semi Senior
Argentina,3000.0,Remote,3,"Employed, full-time",Go;Kotlin;Python,Yes,Low,Semi Senior
Brazil,8951.0,In-person,1,"Employed, full-time",C;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Rust,Yes,Low,Junior
Mexico,16119.0,Remote,4,"Employed, full-time",Go;HTML/CSS;JavaScript;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Mexico,28161.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",C#;C++;JavaScript;PowerShell,"No, but I plan to soon",Medium,Semi Senior
Brazil,24243.0,Remote,5,"Employed, full-time",C;C++;Go;JavaScript;PHP;Ruby;Rust;SQL,Yes,Medium,Semi Senior
Mexico,230000.0,Remote,15,"Employed, full-time",Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,"No, and I don't plan to",High,Senior
Brazil,24243.0,"Hybrid (some remote, some in-person)",27,"Employed, full-time",JavaScript;TypeScript,Yes,Medium,Senior
Brazil,111892.0,Remote,10,"Employed, full-time",C#;PowerShell;SQL,"No, but I plan to soon",High,Senior
Brazil,40281.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,Yes,Medium,Semi Senior
Colombia,18168.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",C++;JavaScript;Julia;Lua;Python;Rust;TypeScript,Yes,Low,Semi Senior
Chile,33036.0,Remote,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",Assembly;Bash/Shell (all shells);C#;HTML/CSS;Python;Rust,"No, and I don't plan to",Medium,Senior
Brazil,64444.0,Remote,6,"Employed, full-time",HTML/CSS;JavaScript;TypeScript,Yes,High,Semi Senior
Brazil,80000.0,Remote,4,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;TypeScript,Yes,High,Semi Senior
Brazil,223785.0,Remote,8,"Independent contractor, freelancer, or self-employed",C++;Java;JavaScript;SQL;TypeScript,Yes,High,Senior
Brazil,205136.0,Remote,21,"Employed, full-time;Independent contractor, freelancer, or self-employed",C++;HTML/CSS;Java;JavaScript;PHP;Rust;TypeScript,"No, but I plan to soon",High,Senior
Brazil,42892.0,Remote,15,"Employed, full-time",Bash/Shell (all shells);Groovy;Java;Kotlin,Yes,Medium,Senior
Brazil,13427.0,In-person,4,"Employed, full-time",C#;JavaScript;Python;Rust;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,4923.0,Remote,2,"Employed, full-time",HTML/CSS;Java;JavaScript;PHP;Rust;TypeScript,Yes,Low,Junior
Chile,51991.0,"Hybrid (some remote, some in-person)",15,"Employed, full-time",C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,33568.0,Remote,12,"Employed, full-time",HTML/CSS;JavaScript;PHP;Python;TypeScript,Yes,Medium,Senior
Brazil,24243.0,Remote,10,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);HTML/CSS;Python;SQL;TypeScript,Yes,Medium,Senior
Brazil,36701.0,Remote,21,"Employed, full-time",HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Medium,Senior
Brazil,22378.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",C#;HTML/CSS;JavaScript;Kotlin;SQL,Yes,Medium,Senior
Brazil,18089.0,In-person,5,"Employed, full-time",C;C++;Java;Python,Yes,Low,Semi Senior
Chile,33600.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,"No, but I plan to soon",Medium,Semi Senior
Brazil,22378.0,Remote,10,"Employed, full-time",Bash/Shell (all shells);C#,Yes,Medium,Senior
Brazil,90000.0,Remote,6,"Employed, full-time",Clojure;JavaScript,"No, and I don't plan to",High,Semi Senior
Chile,4983.0,Remote,13,"Employed, full-time",C#;JavaScript;TypeScript,Yes,Low,Senior
Argentina,53208.0,Remote,38,"Independent contractor, freelancer, or self-employed;Employed, part-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Yes,Medium,Senior
Mexico,54664.0,Remote,6,"Employed, full-time",HTML/CSS;JavaScript,"No, and I don't plan to",Medium,Semi Senior
Argentina,40000.0,Remote,22,"Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Yes,Medium,Senior
Brazil,7161.0,In-person,8,"Employed, full-time;Student, part-time",C;Python;R,"No, but I plan to soon",Low,Senior
Brazil,42000.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Python;SQL,"No, and I don't plan to",Medium,Semi Senior
Brazil,46622.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;C++;Go;JavaScript;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Colombia,14474.0,Remote,3,"Employed, full-time",Elixir,Yes,Low,Semi Senior
Brazil,58184.0,Remote,8,"Employed, full-time",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,37297.0,Remote,30,"Employed, full-time",Cobol;Delphi;Fortran,"No, but I plan to soon",Medium,Senior
Peru,52812.0,"Hybrid (some remote, some in-person)",15,"Employed, full-time",C#;Delphi;HTML/CSS;Java;JavaScript;SQL;TypeScript;Visual Basic (.Net),Yes,Medium,Senior
Brazil,17903.0,"Hybrid (some remote, some in-person)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;Elixir;JavaScript;PHP;Python;TypeScript,"No, and I don't plan to",Low,Senior
Brazil,74595.0,Remote,12,"Employed, full-time",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,High,Senior
Brazil,6527.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",PHP,"No, and I don't plan to",Low,Junior
Brazil,27787.0,"Hybrid (some remote, some in-person)",22,"Employed, full-time",C#;Delphi;JavaScript;SQL;Visual Basic (.Net),"No, and I don't plan to",Medium,Senior
Brazil,130000.0,In-person,15,"Employed, full-time",C;C#;HTML/CSS;JavaScript;Python;Rust;SQL,Yes,High,Senior
Brazil,18649.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;Prolog;Python;SQL,"No, but I plan to soon",Low,Semi Senior
Brazil,52216.0,In-person,7,"Employed, full-time",Bash/Shell (all shells);C;C++;Clojure;HTML/CSS;Java;JavaScript;Lisp;R;SQL,Yes,Medium,Senior
Brazil,10909.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Yes,Low,Junior
Chile,48742.0,Remote,5,"Employed, full-time",GDScript;Groovy;Java;JavaScript;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,8951.0,Remote,,"Employed, full-time",Clojure;HTML/CSS;JavaScript;Python,Yes,Low,Senior
Uruguay,70000.0,Remote,11,"Employed, full-time",Dart;Java;Python,Yes,High,Senior
Mexico,88572.0,Remote,12,"Employed, full-time",Go;SQL,Yes,High,Senior
Argentina,39000.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time;Student, part-time",Bash/Shell (all shells);Groovy;Kotlin,"No, and I don't plan to",Medium,Semi Senior
Brazil,14919.0,In-person,2,"Employed, full-time",HTML/CSS;JavaScript;Python;R,Yes,Low,Junior
Brazil,17903.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",C#;C++;JavaScript;Python,Yes,Low,Semi Senior
Argentina,96000.0,Remote,12,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Groovy;Python,Yes,High,Senior
Mexico,59246.0,Remote,12,"Employed, full-time",HTML/CSS;Java;TypeScript,Yes,Medium,Senior
Mexico,32884.0,Remote,13,"Employed, full-time",C#;HTML/CSS;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Mexico,56604.0,"Hybrid (some remote, some in-person)",20,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Python;SQL,Yes,Medium,Senior
Brazil,60000.0,Remote,31,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;C#;Delphi;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,"No, but I plan to soon",High,Senior
Argentina,6000.0,"Hybrid (some remote, some in-person)",2,"Student, full-time;Employed, part-time",C;HTML/CSS;Java;JavaScript;Lua;Python;SQL,Yes,Low,Junior
Mexico,66000.0,Remote,10,"Employed, full-time;Independent contractor, freelancer, or self-employed",GDScript;HTML/CSS;JavaScript;TypeScript,Yes,High,Senior
Brazil,22378.0,Remote,6,"Employed, full-time",HTML/CSS;Java;JavaScript;TypeScript,"No, and I don't plan to",Medium,Semi Senior
Colombia,50000.0,"Hybrid (some remote, some in-person)",23,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;Java;JavaScript;Kotlin;Rust;SQL,Yes,Medium,Senior
Brazil,41214.0,Remote,25,"Employed, full-time",Cobol;Delphi;Java;Ruby;Rust;SQL,"No, but I plan to soon",Medium,Senior
Brazil,29838.0,Remote,32,"Employed, full-time",HTML/CSS;JavaScript;PHP;SQL,Yes,Medium,Senior
Brazil,74595.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Go;HTML/CSS;JavaScript;Python;Rust;TypeScript,Yes,High,Semi Senior
Chile,25996.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",JavaScript;Rust;TypeScript,Yes,Medium,Junior
Mexico,20000.0,Remote,1,"Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;Python;TypeScript,Yes,Medium,Junior
Mexico,40000.0,Remote,5,"Employed, full-time",Ada;Bash/Shell (all shells);C;Perl,"No, but I plan to soon",Medium,Semi Senior
Colombia,48000.0,Remote,2,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",Assembly;Bash/Shell (all shells);C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Yes,Medium,Junior
Brazil,8951.0,"Hybrid (some remote, some in-person)",1,"Student, full-time;Employed, part-time",C#;Lisp;SQL,Yes,Low,Junior
Brazil,65271.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time",C#;C++;JavaScript;SQL,"No, and I don't plan to",High,Senior
Brazil,156649.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Yes,High,Semi Senior
Mexico,13477.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",HTML/CSS;JavaScript;PHP;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Brazil,46622.0,Remote,15,"Employed, full-time",Clojure;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,42519.0,Remote,30,"Employed, full-time",C#;Python,Yes,Medium,Senior
Brazil,42892.0,Remote,11,"Employed, full-time",Bash/Shell (all shells);Python;SQL,Yes,Medium,Senior
Brazil,11189.0,Remote,2,"Employed, full-time;Student, part-time",Dart;JavaScript;Python;Ruby;SQL;TypeScript,Yes,Low,Junior
Argentina,11085.0,"Hybrid (some remote, some in-person)",15,"Independent contractor, freelancer, or self-employed",C++;Fortran;MATLAB,"No, but I plan to soon",Low,Senior
Brazil,2238.0,In-person,39,"Employed, full-time",JavaScript;Python;SQL,Yes,Low,Senior
Brazil,14919.0,"Hybrid (some remote, some in-person)",,"Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;Python;SQL;VBA,Yes,Low,Senior
Brazil,83919.0,"Hybrid (some remote, some in-person)",37,"Employed, full-time",Bash/Shell (all shells);Groovy;Java;JavaScript;Python;TypeScript,"No, but I plan to soon",High,Senior
Brazil,19693.0,Remote,15,"Employed, full-time",Elixir;SQL,Yes,Low,Senior
Brazil,18649.0,Remote,5,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Low,Semi Senior
Mexico,29488.0,Remote,5,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL,Yes,Medium,Semi Senior
Brazil,24616.0,Remote,Less than 1 year,"Employed, full-time;Student, part-time",Bash/Shell (all shells);Java;JavaScript;Python;R;TypeScript,Yes,Medium,Unknown
Brazil,60000.0,Remote,20,"Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;SQL;TypeScript,Yes,High,Senior
Brazil,7459.0,Remote,2,"Employed, full-time",Bash/Shell (all shells);Clojure;Go;Java;Python;SQL;VBA,Yes,Low,Junior
Mexico,26954.0,Remote,10,"Employed, full-time",C#;HTML/CSS;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Yes,Medium,Senior
Brazil,26108.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Bash/Shell (all shells);C;C#;C++;Dart;Elixir;Java;Kotlin;Perl;PHP;PowerShell;Python;Ruby;Swift,Yes,Medium,Semi Senior
Uruguay,59317.0,Remote,4,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,"No, and I don't plan to",Medium,Semi Senior
Peru,26406.0,"Hybrid (some remote, some in-person)",2,"Independent contractor, freelancer, or self-employed",Python;R;SQL,Yes,Medium,Junior
Colombia,7873.0,"Hybrid (some remote, some in-person)",5,"Employed, part-time",C#;C++;JavaScript;PHP;Python;SQL,Yes,Low,Semi Senior
Brazil,14322.0,In-person,7,"Employed, full-time",HTML/CSS;JavaScript;PowerShell;TypeScript,"No, but I plan to soon",Low,Senior
Brazil,37297.0,Remote,9,"Employed, full-time",Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;MicroPython;Objective-C;Python;Ruby;Rust;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,19312.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",C;C#;Lisp;Python;VBA;Visual Basic (.Net),"No, but I plan to soon",Low,Semi Senior
Peru,9506.0,In-person,2,"Employed, part-time",JavaScript;Python,Yes,Low,Junior
Brazil,13054.0,"Hybrid (some remote, some in-person)",20,"Independent contractor, freelancer, or self-employed;Employed, part-time",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript;VBA;Visual Basic (.Net),Yes,Low,Senior
Colombia,3936.0,In-person,1,"Employed, full-time;Student, part-time",C#;HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net),Yes,Low,Junior
Brazil,17716.0,"Hybrid (some remote, some in-person)",7,"Employed, full-time",Go;PHP,"No, but I plan to soon",Low,Senior
Colombia,5425.0,Remote,,"Employed, full-time",HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Yes,Low,Senior
Brazil,71500.0,Remote,24,"Employed, full-time",C#;SQL,Yes,High,Senior
Brazil,29838.0,Remote,15,"Employed, full-time",HTML/CSS;JavaScript;TypeScript,Yes,Medium,Senior
Argentina,31038.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,11189.0,In-person,3,"Employed, full-time",C#;HTML/CSS;JavaScript;TypeScript,Yes,Low,Semi Senior
Brazil,34873.0,Remote,7,"Employed, full-time",Clojure;Java,"No, and I don't plan to",Medium,Senior
Brazil,65271.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time",Bash/Shell (all shells);C#;Go;Kotlin;SQL;Visual Basic (.Net),Yes,High,Senior
Brazil,74595.0,Remote,7,"Employed, full-time",Bash/Shell (all shells);Python;R;SQL,Yes,High,Senior
Mexico,13477.0,"Hybrid (some remote, some in-person)",Less than 1 year,"Employed, full-time",Bash/Shell (all shells);C;PowerShell;Python;Rust;SQL;VBA,Yes,Low,Unknown
Mexico,46631.0,Remote,3,"Employed, full-time",C#;C++;PHP;Python;SQL,Yes,Medium,Semi Senior
Brazil,27973.0,"Hybrid (some remote, some in-person)",Less than 1 year,"Employed, full-time;Student, part-time",,Yes,Medium,Unknown
Chile,43326.0,Remote,11,"Employed, full-time",Bash/Shell (all shells);Groovy;Python,Yes,Medium,Senior
Brazil,68441.0,"Hybrid (some remote, some in-person)",27,"Employed, full-time",Assembly;Bash/Shell (all shells);C;C#;C++;Cobol;Delphi;HTML/CSS;Java;JavaScript;MATLAB;Objective-C;Perl;PHP;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),"No, and I don't plan to",High,Senior
Brazil,49233.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time",Bash/Shell (all shells);C;Python;Rust;SQL,Yes,Medium,Senior
Brazil,33568.0,Remote,9,"Employed, full-time",Clojure;JavaScript;Ruby,"No, but I plan to soon",Medium,Senior
Peru,39609.0,"Hybrid (some remote, some in-person)",7,"Employed, full-time",Bash/Shell (all shells);Groovy;Java;SQL,Yes,Medium,Senior
Brazil,24243.0,In-person,20,"Employed, full-time",C;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"No, and I don't plan to",Medium,Senior
Brazil,3655.0,Remote,2,"Employed, full-time;Student, part-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Low,Junior
Argentina,22170.0,"Hybrid (some remote, some in-person)",17,"Employed, full-time",C#;JavaScript;Python;SQL,Yes,Medium,Senior
Brazil,20141.0,"Hybrid (some remote, some in-person)",9,"Employed, full-time",Bash/Shell (all shells);C;HTML/CSS;Python;R,Yes,Medium,Senior
Brazil,61448.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time",Clojure;Dart;Java;JavaScript;Scala;SQL;TypeScript,Yes,High,Senior
Mexico,11644.0,"Hybrid (some remote, some in-person)",4,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;C++;HTML/CSS;MATLAB;MicroPython;Perl;PowerShell;Python;R;SQL,Yes,Low,Semi Senior
Brazil,57625.0,Remote,25,"Employed, full-time",C;C++;SQL,"No, but I plan to soon",Medium,Senior
Brazil,111892.0,Remote,12,"Employed, full-time",Dart;Elixir;Erlang;Java;Rust,"No, and I don't plan to",High,Senior
Brazil,17903.0,Remote,6,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Yes,Low,Semi Senior
Brazil,23274.0,Remote,Less than 1 year,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Python,Yes,Medium,Unknown
Brazil,24243.0,Remote,5,"Employed, full-time",Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Rust;SQL,Yes,Medium,Semi Senior
Argentina,18889.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;Prolog;Python;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,8392.0,"Hybrid (some remote, some in-person)",11,"Independent contractor, freelancer, or self-employed;Employed, part-time",HTML/CSS;JavaScript;PHP;SQL,Yes,Low,Senior
Peru,6337.0,In-person,1,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Yes,Low,Junior
Brazil,242433.0,Remote,14,"Employed, full-time",C#;Java;JavaScript;Kotlin;Scala;SQL;TypeScript;Visual Basic (.Net),"No, and I don't plan to",High,Senior
